Année;Diplôme;situation;Genre;Disciplines;Code du domaine;Domaine;Code de la discipline;Discipline;Sigle;Spécialité;Nombre de réponses;Part des emplois de niveau cadre ou profession intermédiaire;Part des emplois de niveau cadre;Part des emplois stables;Part des emplois à temps plein;Salaire net mensuel médian des emplois à temps plein;Salaire brut annuel estimé;Premier quartile des salaires nets mensuels des emplois à temps plein;Dernier quartile des salaires nets mensuels des emplois à temps plein;Part des diplômés boursiers dans la discipline;Part des femmes;Taux de chômage national;Salaire net mensuel médian national;Code du secteur disciplinaire SISE;Salaire net mensuel national 1er quartile;Salaire net mensuel national 3ème quartile;cle_DISC;Prof. libérale, indépendant, chef d’entreprise;Fonctionnaire;statut_cdi;statut_conspe;CDD;Vacataire;Intérimaire;Intermittent du spectacle;Contrat de professionnalisa tion;Emplois aidés (Contrat Initiative Emploi…);Volontariat international;Vous-même;La fonction publique (d'etat, territoriale ou hospitalière);Une entreprise privée;Une entreprise publique;Une association;Une personne exerçant une profession libérale ou un indépendant;Un particulier;Agriculture, sylviculture et pêche;Industries (manufacturières,  extractives et autres);Construction;Commerce, transports, héberg-ement et restauration;Information et communication;Activités financières et d’assurance;Activités spécialisées, scientifiques et techniques;Activités de services administratifs et de soutien;Enseignement;Administra tion publique (hors ens.);Santé humaine et action sociale;Arts, spectacles et activités récréatives;Autres activités de service;Personnel de catégorie A de la fonction publique;Ingénieur, cadre, prof. libérales, prof. intellectuelles sup;Personnel de catégorie B de la fonction publique;Emploi de niveau intermédiaire : technicien, agent de maîtrise…;Personnel de catégorie C de la fonction publique;Manœuvre, ouvrier;Employé de bureau, de commerce, personnel de service;Taux d’insertion;% emplois extérieurs à la région de l’université
2013;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Génie biologique;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;GB;Génie biologique;172;82;8;49;92;1400;21800;1300;1510;38;77;9.9;1870;;1490;2280;GB_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;89;27
2015;DUT;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie civil - Construction durable;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GC;Génie civil - Construction durable;86;78;8;71;100;1630;25400;1480;1840;32;12;8.6;1865;;1475;2280;GC_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99;39
2015;DUT;18 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie civil - Construction durable;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GC;Génie civil - Construction durable;74;71;8;64;98;1500;23400;1300;1730;29;;8.6;1865;;1475;2280;GC_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95;40
2013;DUT;30 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie civil;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GC;Génie civil;13;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.9;1870;;1490;2280;GC_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2013;DUT;18 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie civil;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GC;Génie civil;70;69;10;69;99;1560;24300;ns;ns;20;;9.9;1870;;1490;2280;GC_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;86;36
2013;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie du conditionnement et de l'emballage;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GCE;Génie du conditionnement et de l'emballage;2;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;9.9;1870;;1490;2280;GCE_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2014;DUT;30 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie du conditionnement et de l'emballage;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GCE;Génie du conditionnement et de l'emballage;3;ns;ns;ns;ns;nd;nd;nd;nd;ns;;9.3;1870;;1480;2280;GCE_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2014;DUT;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie du conditionnement et de l'emballage;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GCE;Génie du conditionnement et de l'emballage;6;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;9.3;1870;;1480;2280;GCE_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2014;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie du conditionnement et de l'emballage;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GCE;Génie du conditionnement et de l'emballage;6;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;9.3;1870;;1480;2280;GCE_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2015;DUT;30 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie chimique - Génie des procédés;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GCGP;Génie chimique - Génie des procédés;5;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.6;1865;;1475;2280;GCGP_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2016;DUT;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie chimique - Génie des procédés;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GCGP;Génie chimique - Génie des procédés;23;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;8.5;1830;;1450;2180;GCGP_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2015;DUT;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie chimique - Génie des procédés;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GCGP;Génie chimique - Génie des procédés;5;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.6;1865;;1475;2280;GCGP_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2016;DUT;18 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie chimique - Génie des procédés;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GCGP;Génie chimique - Génie des procédés;16;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;;1450;2180;GCGP_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2016;DUT;30 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie chimique - Génie des procédés;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GCGP;Génie chimique - Génie des procédés;7;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;;1450;2180;GCGP_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2015;DUT;18 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie chimique - Génie des procédés;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GCGP;Génie chimique - Génie des procédés;18;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.6;1865;;1475;2280;GCGP_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2014;DUT;30 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie chimique - Génie des procédés;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GCGP;Génie chimique - Génie des procédés;14;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;;1480;2280;GCGP_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2014;DUT;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie chimique - Génie des procédés;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GCGP;Génie chimique - Génie des procédés;7;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;;1480;2280;GCGP_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2014;DUT;18 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie chimique - Génie des procédés;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GCGP;Génie chimique - Génie des procédés;14;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;;1480;2280;GCGP_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2014;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie chimique - Génie des procédés;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GCGP;Génie chimique - Génie des procédés;21;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;9.3;1870;;1480;2280;GCGP_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2015;DUT;30 mois après le diplôme;femmes;Droit, économie et gestion>Gestion>Gestion des entreprises et administrations;DEG;Droit, économie et gestion;disc04;Gestion;GEA;Gestion des entreprises et administrations;158;35;2;74;88;1400;21800;1200;1600;50;;8.6;1865;;1475;2280;GEA_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91;24
2013;DUT;30 mois après le diplôme;hommes;Droit, économie et gestion>Gestion>Gestion des entreprises et administrations;DEG;Droit, économie et gestion;disc04;Gestion;GEA;Gestion des entreprises et administrations;89;43;7;67;98;1500;23400;1200;1660;36;;9.9;1870;;1490;2280;GEA_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91;28
2013;DUT;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Gestion>Gestion des entreprises et administrations;DEG;Droit, économie et gestion;disc04;Gestion;GEA;Gestion des entreprises et administrations;241;35;5;70;91;1410;22000;1230;1640;40;63;9.9;1870;;1490;2280;GEA_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92;21
2014;DUT;30 mois après le diplôme;hommes;Droit, économie et gestion>Gestion>Gestion des entreprises et administrations;DEG;Droit, économie et gestion;disc04;Gestion;GEA;Gestion des entreprises et administrations;60;55;9;68;99;1580;24700;ns;ns;34;;9.3;1870;;1480;2280;GEA_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;19
2013;DUT;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Gestion>Gestion des entreprises et administrations;DEG;Droit, économie et gestion;disc04;Gestion;GEA;Gestion des entreprises et administrations;241;28;4;60;92;1370;21300;1200;1580;40;63;9.9;1870;;1490;2280;GEA_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;81;21
2016;DUT;30 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie électrique et informatique industrielle;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GEII;Génie électrique et informatique industrielle;7;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;;1450;2180;GEII_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2016;DUT;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie électrique et informatique industrielle;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GEII;Génie électrique et informatique industrielle;7;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;;1450;2180;GEII_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2013;DUT;30 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie électrique et informatique industrielle;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GEII;Génie électrique et informatique industrielle;119;87;9;79;96;1630;25400;1460;1830;24;;9.9;1870;;1490;2280;GEII_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;23
2016;DUT;30 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie industriel et maintenance;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GIM;Génie industriel et maintenance;53;80;3;67;100;1700;26500;ns;ns;28;;8.5;1830;;1450;2180;GIM_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95;25
2015;DUT;18 mois après le diplôme;femmes;Droit, économie et gestion>Gestion>Gestion logistique et transport;DEG;Droit, économie et gestion;disc04;Gestion;GLT;Gestion logistique et transport;26;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.6;1865;;1475;2280;GLT_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2015;DUT;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Gestion>Gestion logistique et transport;DEG;Droit, économie et gestion;disc04;Gestion;GLT;Gestion logistique et transport;83;46;10;62;93;1440;22400;1300;1650;32;30;8.6;1865;;1475;2280;GLT_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92;27
2014;DUT;30 mois après le diplôme;femmes;Droit, économie et gestion>Gestion>Gestion logistique et transport;DEG;Droit, économie et gestion;disc04;Gestion;GLT;Gestion logistique et transport;22;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;;1480;2280;GLT_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2014;DUT;18 mois après le diplôme;femmes;Droit, économie et gestion>Gestion>Gestion logistique et transport;DEG;Droit, économie et gestion;disc04;Gestion;GLT;Gestion logistique et transport;22;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;;1480;2280;GLT_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2013;DUT;18 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie mécanique et productique;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GMP;Génie mécanique et productique;85;75;7;67;98;1600;25000;1380;1770;32;;9.9;1870;;1490;2280;GMP_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;83;34
2014;DUT;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie mécanique et productique;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GMP;Génie mécanique et productique;106;78;7;74;97;1680;26100;1400;1950;26;5;9.3;1870;;1480;2280;GMP_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;86;33
2014;DUT;18 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie mécanique et productique;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GMP;Génie mécanique et productique;100;72;5;61;95;1530;23900;1300;1800;26;;9.3;1870;;1480;2280;GMP_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;82;35
2016;DUT;30 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie thermique et énergie;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GTE;Génie thermique et énergie;12;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;;1450;2180;GTE_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2014;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie thermique et énergie;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GTE;Génie thermique et énergie;26;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;9.3;1870;;1480;2280;GTE_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2016;DUT;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Hygiène, sécurité, environnement;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;HSE;Hygiène, sécurité, environnement;52;60;4;74;98;1700;26500;ns;ns;29;17;8.5;1830;;1450;2180;HSE_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93;63
2016;DUT;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de la vie et de la terre>Hygiène, sécurité, environnement;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;HSE;Hygiène, sécurité, environnement;10;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;;1450;2180;HSE_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2015;DUT;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Hygiène, sécurité, environnement;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;HSE;Hygiène, sécurité, environnement;43;73;11;69;100;1520;23700;ns;ns;37;12;8.6;1865;;1475;2280;HSE_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92;46
2015;DUT;18 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Hygiène, sécurité, environnement;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;HSE;Hygiène, sécurité, environnement;36;ns;ns;ns;ns;ns;ns;ns;ns;37;;8.6;1865;;1475;2280;HSE_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;ns
2013;DUT;18 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Hygiène, sécurité, environnement;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;HSE;Hygiène, sécurité, environnement;24;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.9;1870;;1490;2280;HSE_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2014;DUT;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Hygiène, sécurité, environnement;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;HSE;Hygiène, sécurité, environnement;44;63;10;68;97;1580;24600;ns;ns;34;42;9.3;1870;;1480;2280;HSE_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92;46
2016;DUT;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Information communication>Métiers du multimédia et de l'Internet;SHS;Sciences humaines et sociales;disc10;Information communication;MMI;Métiers du multimédia et de l'Internet;86;50;13;66;85;1400;21800;ns;ns;39;16;8.5;1830;;1450;2180;MMI_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69;23
2016;DUT;30 mois après le diplôme;hommes;Sciences humaines et sociales>Information communication>Métiers du multimédia et de l'Internet;SHS;Sciences humaines et sociales;disc10;Information communication;MMI;Métiers du multimédia et de l'Internet;70;61;19;81;97;1400;21800;ns;ns;42;;8.5;1830;;1450;2180;MMI_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;82;21
2016;DUT;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences fondamentales>Mesures physiques;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;MP;Mesures physiques;11;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;;1450;2180;MP_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2016;DUT;30 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences fondamentales>Mesures physiques;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;MP;Mesures physiques;69;91;0;77;100;1700;26500;ns;ns;42;;8.5;1830;;1450;2180;MP_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;89;30
2015;DUT;18 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences fondamentales>Mesures physiques;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;MP;Mesures physiques;48;87;2;55;95;1560;24400;ns;ns;35;;8.6;1865;;1475;2280;MP_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92;16
2014;DUT;30 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences fondamentales>Mesures physiques;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;MP;Mesures physiques;46;97;11;84;98;1930;30200;ns;ns;26;;9.3;1870;;1480;2280;MP_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95;31
2013;DUT;18 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences fondamentales>Mesures physiques;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;MP;Mesures physiques;47;83;;65;98;ns;ns;ns;ns;20;;9.9;1870;;1490;2280;MP_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;79;30
2016;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Packaging Emballage et Conditionnement;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;PEC;Packaging Emballage et Conditionnement;7;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;8.5;1830;;1450;2180;PEC_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2016;DUT;30 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Qualité, logistique industrielle et organisation;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;QLIO;Qualité, logistique industrielle et organisation;35;ns;ns;ns;ns;ns;ns;ns;ns;38;;8.5;1830;;1450;2180;QLIO_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;82;ns
2015;DUT;30 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Qualité, logistique industrielle et organisation;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;QLIO;Qualité, logistique industrielle et organisation;32;ns;ns;68;ns;ns;ns;ns;ns;28;;8.6;1865;;1475;2280;QLIO_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94;ns
2013;DUT;30 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Qualité, logistique industrielle et organisation;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;QLIO;Qualité, logistique industrielle et organisation;42;69;9;81;100;1730;27000;ns;ns;21;;9.9;1870;;1490;2280;QLIO_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;84;25
2014;DUT;30 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Qualité, logistique industrielle et organisation;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;QLIO;Qualité, logistique industrielle et organisation;6;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;;1480;2280;QLIO_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2015;DUT;30 mois après le diplôme;femmes;Sciences, technologies et santé>Informatique>Réseaux et télécommunications;STS;Sciences, technologies et santé;disc16;Informatique;R&T;Réseaux et télécommunications;3;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.6;1865;;1475;2280;R&T_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2015;DUT;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Informatique>Réseaux et télécommunications;STS;Sciences, technologies et santé;disc16;Informatique;R&T;Réseaux et télécommunications;55;88;7;78;96;1600;25000;ns;ns;32;5;8.6;1865;;1475;2280;R&T_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96;29
2016;DUT;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Informatique>Réseaux et télécommunications;STS;Sciences, technologies et santé;disc16;Informatique;R&T;Réseaux et télécommunications;95;77;5;92;98;1550;24200;1430;1850;37;7;8.5;1830;;1450;2180;R&T_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93;29
2016;DUT;18 mois après le diplôme;hommes;Sciences, technologies et santé>Informatique>Réseaux et télécommunications;STS;Sciences, technologies et santé;disc16;Informatique;R&T;Réseaux et télécommunications;86;73;4;68;98;1600;25000;1400;1700;40;;8.5;1830;;1450;2180;R&T_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91;31
2013;DUT;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Informatique>Réseaux et télécommunications;STS;Sciences, technologies et santé;disc16;Informatique;R&T;Réseaux et télécommunications;47;87;;84;99;1460;22800;ns;ns;29;1;9.9;1870;;1490;2280;R&T_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94;31
2013;DUT;18 mois après le diplôme;hommes;Sciences, technologies et santé>Informatique>Réseaux et télécommunications;STS;Sciences, technologies et santé;disc16;Informatique;R&T;Réseaux et télécommunications;46;86;;81;100;ns;ns;ns;ns;29;;9.9;1870;;1490;2280;R&T_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;85;32
