Année;Diplôme;situation;Genre;Disciplines;Code du domaine;Domaine;Code de la discipline;Discipline;Sigle;Spécialité;Nombre de réponses;Part des emplois de niveau cadre ou profession intermédiaire;Part des emplois de niveau cadre;Part des emplois stables;Part des emplois à temps plein;Salaire net mensuel médian des emplois à temps plein;Salaire brut annuel estimé;Premier quartile des salaires nets mensuels des emplois à temps plein;Dernier quartile des salaires nets mensuels des emplois à temps plein;Part des diplômés boursiers dans la discipline;Part des femmes;Taux de chômage national;Salaire net mensuel médian national;Code du secteur disciplinaire SISE;Salaire net mensuel national 1er quartile;Salaire net mensuel national 3ème quartile;cle_DISC;Prof. libérale, indépendant, chef d’entreprise;Fonctionnaire;statut_cdi;statut_conspe;CDD;Vacataire;Intérimaire;Intermittent du spectacle;Contrat de professionnalisa tion;Emplois aidés (Contrat Initiative Emploi…);Volontariat international;Vous-même;La fonction publique (d'etat, territoriale ou hospitalière);Une entreprise privée;Une entreprise publique;Une association;Une personne exerçant une profession libérale ou un indépendant;Un particulier;Agriculture, sylviculture et pêche;Industries (manufacturières,  extractives et autres);Construction;Commerce, transports, héberg-ement et restauration;Information et communication;Activités financières et d’assurance;Activités spécialisées, scientifiques et techniques;Activités de services administratifs et de soutien;Enseignement;Administra tion publique (hors ens.);Santé humaine et action sociale;Arts, spectacles et activités récréatives;Autres activités de service;Personnel de catégorie A de la fonction publique;Ingénieur, cadre, prof. libérales, prof. intellectuelles sup;Personnel de catégorie B de la fonction publique;Emploi de niveau intermédiaire : technicien, agent de maîtrise…;Personnel de catégorie C de la fonction publique;Manœuvre, ouvrier;Employé de bureau, de commerce, personnel de service;Taux d’insertion;% emplois extérieurs à la région de l’université
2014;DUT;18 mois après le diplôme;femmes;Droit, économie et gestion>Gestion>Techniques de commercialisation;DEG;Droit, économie et gestion;disc04;Gestion;TC;Techniques de commercialisation;163;37;5;58;82;1550;24200;1210;1800;31;;9.3;1870;;1480;2280;TC_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;74;23
2016;DUT;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Information communication>Information-Communication;SHS;Sciences humaines et sociales;disc10;Information communication;;Information-Communication;120;33;6;53;85;1330;20700;1200;1470;42;74;8.5;1830;;1450;2180;_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;76;44
2016;DUT;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Droit>Carrières juridiques;DEG;Droit, économie et gestion;disc02;Droit;;Carrières juridiques;44;46;2;71;96;1500;23400;ns;ns;47;72;8.5;1830;;1450;2180;_18;0;18;53;;25;2;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;0;2;26;18;5;5;44;99;41
2015;DUT;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Information communication>Information-Communication;SHS;Sciences humaines et sociales;disc10;Information communication;;Information-Communication;124;30;14;32;82;1280;20000;1200;1500;33;67;8.6;1865;;1475;2280;_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;81;46
2015;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences fondamentales>Chimie;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;;Chimie;52;85;5;58;94;1590;24700;ns;ns;39;42;8.6;1865;;1475;2280;_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;32
2016;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences fondamentales>Chimie;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;;Chimie;70;77;0;42;95;1460;22700;1350;1670;48;43;8.5;1830;;1450;2180;_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;86;41
2015;DUT;30 mois après le diplôme;femmes;Droit, économie et gestion>Droit>Carrières juridiques;DEG;Droit, économie et gestion;disc02;Droit;;Carrières juridiques;27;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.6;1865;;1475;2280;_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2015;DUT;30 mois après le diplôme;femmes;Sciences humaines et sociales>Information communication>Information-Communication;SHS;Sciences humaines et sociales;disc10;Information communication;;Information-Communication;86;32;6;53;85;1310;20400;ns;ns;34;;8.6;1865;;1475;2280;_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;84;39
2015;DUT;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Informatique>Informatique;STS;Sciences, technologies et santé;disc16;Informatique;;Informatique;179;87;16;81;97;1620;25200;1450;1900;37;7;8.6;1865;;1475;2280;_30;2;6;73;;17;0;0;0;1;1;0;2;14;75;7;3;0;0;0;6;0;10;58;1;2;1;1;13;2;1;6;1;16;4;66;2;2;10;94;27
2015;DUT;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Information communication>Information-Communication;SHS;Sciences humaines et sociales;disc10;Information communication;;Information-Communication;124;39;13;53;85;1330;20700;1200;1580;33;67;8.6;1865;;1475;2280;_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;85;46
2016;DUT;30 mois après le diplôme;hommes;Sciences humaines et sociales>Information communication>Information-Communication;SHS;Sciences humaines et sociales;disc10;Information communication;;Information-Communication;30;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;;1450;2180;_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;85;ns
2016;DUT;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Informatique>Informatique;STS;Sciences, technologies et santé;disc16;Informatique;;Informatique;261;75;18;87;95;1690;26300;1480;1930;45;4;8.5;1830;;1450;2180;_30;2;6;79;;9;0;2;1;1;0;0;3;12;82;2;1;0;0;0;9;0;7;58;2;1;2;4;6;0;3;8;1;17;5;52;4;3;18;92;29
2016;DUT;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences fondamentales>Chimie;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;;Chimie;70;79;1;62;97;1540;24000;ns;ns;48;43;8.5;1830;;1450;2180;_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94;41
2015;DUT;18 mois après le diplôme;hommes;Droit, économie et gestion>Droit>Carrières juridiques;DEG;Droit, économie et gestion;disc02;Droit;;Carrières juridiques;6;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.6;1865;;1475;2280;_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2013;DUT;30 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences fondamentales>Chimie;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;;Chimie;42;84;6;53;97;1530;23900;ns;ns;36;;9.9;1870;;1490;2280;_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;81;42
2013;DUT;30 mois après le diplôme;hommes;Sciences, technologies et santé>Informatique>Informatique;STS;Sciences, technologies et santé;disc16;Informatique;;Informatique;100;78;31;87;97;1700;26500;1480;1940;44;;9.9;1870;;1490;2280;_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88;27
2013;DUT;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Informatique>Informatique;STS;Sciences, technologies et santé;disc16;Informatique;;Informatique;154;81;21;85;98;1600;25000;1400;1850;37;4;9.9;1870;;1490;2280;_30;1;6;78;;8;0;3;0;3;1;0;2;7;5;83;2;0;1;0;13;1;9;58;4;2;1;1;4;2;1;4;1;21;4;56;3;1;15;90;23
2013;DUT;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Information communication>Services et réseaux de communication;SHS;Sciences humaines et sociales;disc10;Information communication;;Services et réseaux de communication;90;53;19;78;87;1300;20300;ns;ns;47;32;9.9;1870;;1490;2280;_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;82;31
2014;DUT;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Information communication>Services et réseaux de communication;SHS;Sciences humaines et sociales;disc10;Information communication;;Services et réseaux de communication;85;39;17;73;79;1200;18700;ns;ns;45;43;9.3;1870;;1480;2280;_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;27
2014;DUT;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Droit>Carrières juridiques;DEG;Droit, économie et gestion;disc02;Droit;;Carrières juridiques;30;ns;ns;ns;ns;ns;ns;ns;ns;27;85;9.3;1870;;1480;2280;_18;0;53;31;;11;5;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;0;0;13;24;48;0;15;ns;ns
2014;DUT;30 mois après le diplôme;hommes;Sciences, technologies et santé>Informatique>Informatique;STS;Sciences, technologies et santé;disc16;Informatique;;Informatique;117;84;20;81;98;1630;25400;1500;1900;49;;9.3;1870;;1480;2280;_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;26
2013;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Informatique>Informatique;STS;Sciences, technologies et santé;disc16;Informatique;;Informatique;154;81;19;83;96;1500;23400;1300;1630;37;4;9.9;1870;;1490;2280;_18;3;6;79;;10;0;3;0;0;0;0;;;;;;;;;;;;;;;;;;;;;0;19;3;60;2;1;15;84;23
2013;DUT;18 mois après le diplôme;hommes;Sciences humaines et sociales>Information communication>Information-Communication;SHS;Sciences humaines et sociales;disc10;Information communication;;Information-Communication;22;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.9;1870;;1490;2280;_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2014;DUT;18 mois après le diplôme;femmes;Droit, économie et gestion>Droit>Carrières juridiques;DEG;Droit, économie et gestion;disc02;Droit;;Carrières juridiques;25;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;;1480;2280;_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2014;DUT;30 mois après le diplôme;femmes;Sciences humaines et sociales>Information communication>Services et réseaux de communication;SHS;Sciences humaines et sociales;disc10;Information communication;;Services et réseaux de communication;27;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.3;1870;;1480;2280;_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2013;DUT;30 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Aide et assistance pour le monitoring et le maintien à domicile;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;2A2M;Aide et assistance pour le monitoring et le maintien à domicile;1;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.9;1870;;1490;2280;2A2M_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2016;DUT;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Carrières sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;CS;Carrières sociales;113;32;2;43;70;1260;19700;1180;1430;45;80;8.5;1830;;1450;2180;CS_18;0;5;38;;47;1;2;0;0;7;0;;;;;;;;;;;;;;;;;;;;;0;2;14;17;17;9;43;82;28
2016;DUT;30 mois après le diplôme;femmes;Sciences humaines et sociales>Autres sciences humaines et sociales>Carrières sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;CS;Carrières sociales;91;31;0;62;79;1380;21500;ns;ns;45;;8.5;1830;;1450;2180;CS_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;87;24
2015;DUT;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Carrières sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;CS;Carrières sociales;131;35;9;46;70;1350;21100;ns;ns;47;78;8.6;1865;;1475;2280;CS_30;2;7;37;;42;2;2;0;2;5;0;2;35;13;10;39;0;1;0;0;1;6;1;1;1;7;8;17;39;7;12;1;8;5;21;13;1;50;82;35
2014;DUT;18 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Autres sciences humaines et sociales>Carrières sociales;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;CS;Carrières sociales;107;33;4;36;56;1270;19800;ns;ns;42;90;9.3;1870;;1480;2280;CS_18;0;5;31;;53;3;2;0;2;3;0;;;;;;;;;;;;;;;;;;;;;1;2;9;19;23;3;41;81;40
2015;DUT;18 mois après le diplôme;hommes;Ensemble des départements d'IUT>Ensemble des départements d'IUT>Ensemble des départements d'IUT;ALL;Ensemble des départements d'IUT;disc00;Ensemble des départements d'IUT;disc00;Ensemble des départements d'IUT;1185;66;8;63;94;1500;23400;1300;1750;35;;8.6;1865;;1475;2280;disc00_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88;33
2015;DUT;18 mois après le diplôme;femmes;Ensemble des départements d'IUT>Ensemble des départements d'IUT>Ensemble des départements d'IUT;ALL;Ensemble des départements d'IUT;disc00;Ensemble des départements d'IUT;disc00;Ensemble des départements d'IUT;832;36;4;54;83;1350;21100;1200;1530;45;;8.6;1865;;1475;2280;disc00_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;83;28
2016;DUT;18 mois après le diplôme;hommes;Ensemble des départements d'IUT>Ensemble des départements d'IUT>Ensemble des départements d'IUT;ALL;Ensemble des départements d'IUT;disc00;Ensemble des départements d'IUT;disc00;Ensemble des départements d'IUT;1410;65;8;64;95;1550;24200;1350;1800;38;;8.5;1830;;1450;2180;disc00_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;86;29
2014;DUT;30 mois après le diplôme;femmes;Droit, économie et gestion>Ensemble formations juridiques, économiques et de gestion>Ensemble formations juridiques, économiques et de gestion;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;disc01;Ensemble formations juridiques, économiques et de gestion;344;35;6;70;92;1410;22000;1270;1630;34;;9.3;1870;;1480;2280;disc01_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;19
2014;DUT;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Ensemble formations juridiques, économiques et de gestion>Ensemble formations juridiques, économiques et de gestion;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;disc01;Ensemble formations juridiques, économiques et de gestion;647;44;6;71;94;1510;23500;1300;1750;34;59;9.3;1870;;1480;2280;disc01_30;3;8;61;;20;0;3;0;2;1;0;3;16;7;69;3;2;0;1;8;1;40;1;12;6;1;4;12;5;1;7;1;6;4;33;7;4;45;90;22
2016;DUT;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Gestion>Sciences de gestion;DEG;Droit, économie et gestion;disc04;Gestion;disc04;Sciences de gestion;711;31;5;60;91;1400;21800;1250;1630;44;54;8.5;1830;SD39;1450;2180;disc04_18;3;3;54;;27;0;10;0;3;1;0;;;;;;;;;;;;;;;;;;;;;1;5;2;24;3;6;61;87;24
2013;DUT;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Gestion>Sciences de gestion;DEG;Droit, économie et gestion;disc04;Gestion;disc04;Sciences de gestion;697;31;4;64;89;1400;21800;1200;1650;35;55;9.9;1870;SD39;1490;2280;disc04_18;3;3;60;;27;0;6;0;0;1;0;;;;;;;;;;;;;;;;;;;;;0;5;1;25;4;3;62;79;22
2015;DUT;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Ensemble sciences humaines et sociales>Ensemble sciences humaines et sociales;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;327;43;13;56;81;1400;21800;1200;1580;43;61;8.6;1865;;1475;2280;disc07_30;5;10;42;;35;1;1;1;2;3;0;6;30;36;7;20;0;1;0;2;0;13;15;2;2;5;10;17;19;6;8;2;12;6;23;11;3;43;82;40
2016;DUT;30 mois après le diplôme;hommes;Sciences humaines et sociales>Ensemble sciences humaines et sociales>Ensemble sciences humaines et sociales;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;122;56;16;68;91;1440;22400;1270;1620;39;;8.5;1830;;1450;2180;disc07_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;82;30
2014;DUT;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Ensemble sciences humaines et sociales>Ensemble sciences humaines et sociales;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;279;41;12;52;72;1350;21100;1210;1500;42;74;9.3;1870;;1480;2280;disc07_30;7;8;37;;39;1;1;0;3;3;0;4;36;3;42;14;0;0;1;1;0;12;15;1;6;3;8;22;17;3;11;2;11;9;21;19;2;37;90;41
2014;DUT;30 mois après le diplôme;femmes et hommes;Sciences humaines et sociales>Information communication>Sciences de l'information et la communication;SHS;Sciences humaines et sociales;disc10;Information communication;disc10;Sciences de l'information et la communication;172;43;13;53;83;1340;20800;1220;1590;42;65;9.3;1870;SD35;1480;2280;disc10_30;9;7;37;;36;1;2;0;5;3;0;5;33;3;53;5;0;0;0;2;0;17;23;1;9;3;9;19;2;3;12;0;14;9;20;18;2;37;87;41
2016;DUT;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Ensemble sciences, technologies et santé>Ensemble sciences, technologies et santé;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;1140;82;8;75;98;1650;25800;1450;1920;41;19;8.5;1830;;1450;2180;disc12_30;3;5;67;;16;0;7;0;1;0;0;3;13;73;9;1;0;0;1;34;6;9;17;1;10;1;1;7;6;1;6;1;8;6;68;2;7;9;93;32
2016;DUT;30 mois après le diplôme;femmes;Sciences, technologies et santé>Ensemble sciences, technologies et santé>Ensemble sciences, technologies et santé;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;218;87;3;67;99;1500;23400;1400;1730;54;;8.5;1830;;1450;2180;disc12_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95;39
2013;DUT;30 mois après le diplôme;hommes;Sciences, technologies et santé>Ensemble sciences, technologies et santé>Ensemble sciences, technologies et santé;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;686;80;10;76;97;1630;25400;1400;1900;30;;9.9;1870;;1490;2280;disc12_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91;29
2013;DUT;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Ensemble sciences, technologies et santé>Ensemble sciences, technologies et santé;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;949;80;10;72;96;1580;24700;1400;1850;32;25;9.9;1870;;1490;2280;disc12_30;2;5;65;;18;0;7;0;1;0;0;2;14;12;70;1;0;0;2;36;8;9;11;1;9;1;2;6;8;1;5;2;8;6;64;2;8;10;91;30
2013;DUT;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Sciences de la vie et de la terre;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13;Sciences de la vie et de la terre;203;83;8;58;92;1480;23000;1360;1650;34;67;9.9;1870;;1490;2280;disc13_30;3;10;45;;37;0;4;0;2;0;0;3;38;7;48;3;1;0;7;18;0;7;0;0;10;1;4;12;36;2;4;3;5;14;60;4;4;10;94;28
2014;DUT;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Sciences de la vie et de la terre;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;disc13;Sciences de la vie et de la terre;220;84;6;58;95;1480;23000;1340;1730;40;66;9.3;1870;;1480;2280;disc13_30;2;6;50;;33;0;5;1;1;1;0;2;36;5;53;2;0;1;4;16;1;8;1;1;18;0;1;9;31;0;10;0;6;22;56;1;5;10;93;39
2016;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences fondamentales>Sciences fondamentales;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;disc14;Sciences fondamentales;150;87;0;53;97;1580;24700;1410;1750;46;27;8.5;1830;;1450;2180;disc14_18;0;2;50;;25;0;21;0;1;0;0;;;;;;;;;;;;;;;;;;;;;1;0;1;85;2;3;8;87;35
2013;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Sciences de l'ingénieur;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;disc15;Sciences de l'ingénieur;456;76;6;67;97;1520;23700;1350;1800;29;12;9.9;1870;;1490;2280;disc15_18;2;3;64;;17;0;12;0;1;0;0;;;;;;;;;;;;;;;;;;;;;2;6;3;66;2;12;10;84;27
2015;DUT;30 mois après le diplôme;femmes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>gestion administrative et commerciale des organisations;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;GACO;gestion administrative et commerciale des organisations;31;ns;ns;ns;ns;ns;ns;ns;ns;47;;8.6;1865;;1475;2280;GACO_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;93;ns
2016;DUT;18 mois après le diplôme;hommes;Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>gestion administrative et commerciale des organisations;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;GACO;gestion administrative et commerciale des organisations;18;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;;1450;2180;GACO_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2016;DUT;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Génie biologique;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;GB;Génie biologique;170;86;4;59;97;1500;23400;1380;1700;50;67;8.5;1830;;1450;2180;GB_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;37
2013;DUT;30 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Génie biologique;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;GB;Génie biologique;42;87;14;53;95;1400;21800;ns;ns;30;;9.9;1870;;1490;2280;GB_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95;28
2014;DUT;18 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de la vie et de la terre>Génie biologique;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;GB;Génie biologique;50;90;4;40;93;1470;22900;ns;ns;49;;9.3;1870;;1480;2280;GB_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;82;39
2015;DUT;18 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie civil - Construction durable;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GC;Génie civil - Construction durable;86;71;8;65;98;1500;23400;1300;1700;32;12;8.6;1865;;1475;2280;GC_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95;39
2016;DUT;18 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie civil - Construction durable;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GC;Génie civil - Construction durable;91;76;10;70;99;1680;26300;1500;1960;29;;8.5;1830;;1450;2180;GC_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96;39
2015;DUT;30 mois après le diplôme;hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie civil - Construction durable;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GC;Génie civil - Construction durable;74;81;8;70;100;1670;26000;ns;ns;29;;8.6;1865;;1475;2280;GC_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99;40
2016;DUT;18 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie chimique - Génie des procédés;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GCGP;Génie chimique - Génie des procédés;7;ns;ns;ns;ns;ns;ns;ns;ns;ns;;8.5;1830;;1450;2180;GCGP_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2013;DUT;30 mois après le diplôme;femmes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie chimique - Génie des procédés;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GCGP;Génie chimique - Génie des procédés;9;ns;ns;ns;ns;ns;ns;ns;ns;ns;;9.9;1870;;1490;2280;GCGP_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2013;DUT;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie chimique - Génie des procédés;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GCGP;Génie chimique - Génie des procédés;25;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;9.9;1870;;1490;2280;GCGP_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2014;DUT;30 mois après le diplôme;femmes et hommes;Sciences, technologies et santé>Sciences de l'ingénieur>Génie chimique - Génie des procédés;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;GCGP;Génie chimique - Génie des procédés;21;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;9.3;1870;;1480;2280;GCGP_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ns;ns
2016;DUT;30 mois après le diplôme;femmes;Droit, économie et gestion>Gestion>Gestion des entreprises et administrations;DEG;Droit, économie et gestion;disc04;Gestion;GEA;Gestion des entreprises et administrations;149;27;2;69;92;1480;23100;1260;1650;53;;8.5;1830;;1450;2180;GEA_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95;24
2016;DUT;18 mois après le diplôme;hommes;Droit, économie et gestion>Gestion>Gestion des entreprises et administrations;DEG;Droit, économie et gestion;disc04;Gestion;GEA;Gestion des entreprises et administrations;101;34;11;52;94;1500;23400;1300;1800;43;;8.5;1830;;1450;2180;GEA_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;84;16
2015;DUT;30 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Gestion>Gestion des entreprises et administrations;DEG;Droit, économie et gestion;disc04;Gestion;GEA;Gestion des entreprises et administrations;249;34;3;66;91;1500;23400;1270;1800;44;60;8.6;1865;;1475;2280;GEA_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92;28
2016;DUT;18 mois après le diplôme;femmes et hommes;Droit, économie et gestion>Gestion>Gestion des entreprises et administrations;DEG;Droit, économie et gestion;disc04;Gestion;GEA;Gestion des entreprises et administrations;250;24;5;56;94;1400;21800;1260;1600;50;62;8.5;1830;;1450;2180;GEA_18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;86;21
2014;DUT;30 mois après le diplôme;femmes;Droit, économie et gestion>Gestion>Gestion des entreprises et administrations;DEG;Droit, économie et gestion;disc04;Gestion;GEA;Gestion des entreprises et administrations;114;29;4;69;94;1350;21100;1200;1580;36;;9.3;1870;;1480;2280;GEA_30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92;13
